Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
ETS2	25872067.3907817	0
ELP3	153202612.261262	219088099.170273
PCSK6	759463625.504941	15371786.1186665
ATP6V1G1	625508.800958958	87875169.4285328
CLIC3	0	156462688.150036
MAST4	186579688.140215	0
CTPS1	45245931.4579315	22575409.3527806
USP51	0	11248904.7390118
UPF2	2845528.54732253	63441398.9983537
ERCC5	29320811.4067687	209247426.402408
DOT1L	539799023.452668	2784853.47794391
WNK1	37386946.5833003	13047633.0624194
COG7	81576712.9437724	63925113.8656035
MYOCD	14444038.3868267	14376739.0801297
SCAF1	528796550.78339	0
EFHD2	92156606.2151575	40064610.2087901
DHDH	6371208.67568014	25333999.9595523
SHROOM1	70970683.655239	10223650.2623803
JUND	9032150.74656913	68440002.3694262
GEMIN8	0	42327003.3772528
FOXC2	8019872.90020626	0
TPI1	1113673.61129986	89591058.7334812
ZFAND6	1249245329.34242	0
IGBP1	136101861.114147	1092891483.0991
NANS	11163937.4982988	4745238.60066376
SEC61B	29280567.7961451	0
CHST15	255265016.306692	10667140.303268
SNX30	43338432.4320341	25338743.2895472
RHOBTB1	0	0
CD2AP	33963863.3970707	121934262.34076
OSBPL6	141452821.307364	7006401.46676524
CTSC	9052034.42407596	23675988.0845496
POLR3F	0	79824842.7417345
PTGES	4660949.59988116	116385147.503396
ARL2	1274973.71283626	181746162.563026
MARK4	32871349.7107914	21844623.6565896
PBXIP1	18346898.8496196	45513179.4257044
RAB3GAP2	31420774.3433409	9388460.97608089
VWA1	84268863.1996083	0
PRCP	257921061.380738	40101491.0330286
MFSD14B	12102029.1932131	121336925.52028
RAB5C	891590.30249983	405745926.704877
RAC2	11966412.517717	91050441.5634481
RNF44	347535868.089031	716432.959096474
SNX6	0	28357773.5393153
RP2	993083.420149714	67938554.8570173
ST7	0	7005953.89522028
RELCH	81773396.3655575	22255870.8836798
OCRL	18543691.3831199	2370624.63814505
AFTPH	3207311.43517299	19208020.2774819
RABGGTA	0	28437979.7928021
SETD1B	13546806.9311748	72263008.3539612
COX7B	41255434.4979154	24066203.9076669
ZNF175	465693.667921047	2344634.91063819
SEMA4B	88994483.5742024	3615208.07529962
ATP6V0A1	2879738.38743028	2527819.85631648
CHAMP1	127143995.900043	25992117.4349311
TBC1D24	3202887.65776245	4239890.40129469
ANK2	4687117.3494737	0
MNAT1	139989291.924173	419779178.889909
NFATC1	681778660.924837	6461821.35822491
NHSL1	79910711.2818819	0
ARID4B	401166727.57425	13183027.0818994
SYDE2	13205835.8834184	4099295.62850062
INTS5	72670419.9300798	37288632.378847
MLLT11	165899190.053538	2190186.99545231
ATAD1	0	63256512.8067991
DIAPH2	66197045.5391071	11448490.7692605
CARD10	59615605.8172841	228703265.659813
RUNX1	2911867.05405859	0
CYCS	5119708.03847952	116805164.324944
PRPF38B	4616148.33117241	50413435.86964
ETV1	1865399554.23855	0
SCAND1	34963709978.1223	169364152.780215
USP40	24911372.4966316	0
NSMCE2	46412501.2829663	23123880.9882161
DPAGT1	518101233.194759	115125199.570881
SPOUT1	8486231.06296472	47028009.1624522
SGCE	12839111.5006058	111029939.116503
GNL2	140595106.640375	10820141.3636464
DSTN	0	33339033.3228408
ZC3H12A	1583547.08311072	2549575.20179192
ZNF26	10716296.1322589	108425334.034786
QSOX2	24533039.6877053	18426247.0238945
SWAP70	436953.117485529	62617712.5499222
EIF4B	2278063165.37959	48574335.2446738
YPEL3	59952615.6285287	68331429.9020324
APEX2	0	81862976.632143
PAX9	311039983.461478	4418521.9429708
TFAP2C	6838323.22144808	2548468.18418997
CCT6B	0	0
UNC5B	66046242.432151	1557144.98894011
PSME1	89198468.1161961	5527071.60894346
RALGAPA1	105720313.699081	18148402.1009139
MAPRE2	0	18162715.0920546
SERPINB4	2101239.33445773	9765884.57773833
AKT1	15024313.7773516	0
TMEM185A	0	10768924.7176355
COL14A1	127900698.988006	4110127.15821172
OSBPL10	0	50743382.6550627
CPEB4	71683892.2160549	12108917.6298043
ANXA11	1621571463.74224	6793259.9832583
DSG2	8897246.91607707	0
SLC25A36	14405523.8251625	169099993.643794
ATP8B2	18413179.8464341	6802502.09921755
SFXN1	31726046.3372201	6461822.6675387
BAG2	3620153.23465729	46041982.3492118
PGRMC2	3762095.62275575	7621333.31465442
CTNNBL1	0	9830640.08540758
COL5A1	87861455.0957978	0
EVPL	3217003.64941844	53648432.974939
ARFGAP2	2381066.03771329	7632006.12340344
TRAPPC2L	0	29471961.7622573
REV1	43066812.6754646	7128941.74399187
SLC7A11	12729112.0236205	101679653.631883
CHST12	5789639.66403209	4836682.60006718
GABARAP	6572408.99450483	72786582.3891142
KCTD10	381099676.96331	10941128.3457112
STON1	32627576.8046625	204866765.533494
GPR108	41029709.9120643	11678365.3428444
GLS	206553159.041928	10400019.3996709
PIGV	66400695.5773627	39296242.2189286
FBXL15	41445521.7754306	22650889.5122535
PSMB10	52283240.699507	27936392.9520812
LSM7	0	15855349.0054398
ZNHIT6	93964364.1918577	9706132.99987541
POM121	169757704.630507	440518.050858729
ABHD14B	78735677.2412437	0
GMPR2	6660186.20630429	4048025737.08889
FERRY3	3555359.22471711	344616375.981448
RPS13	156240360.015059	11254063.4855983
PDK2	594323.967956673	0
CCNYL1	148994624.602759	46165025.7932455
CLTA	4506560.50316883	330442768.462123
ADK	23030810.0481951	21753937.138751
BBS10	22365248.1137648	2582284.42737206
TRPC1	3402939.37077052	119391235.085042
DZIP3	74836979.9004887	7632752.02960125
LRRC1	7251884.8821406	54541425.4178408
ADCY7	20031453.7136897	3394160.96546331
KDM6A	32775203.0757196	5086946.30873821
KIF3A	897363.810199433	116678249.675242
PLEKHG4B	1586386231.56793	34586764.7396131
TBC1D5	53077165.3921804	68928271.0408594
ZNF525	0	6959402.16357345
CXorf38	565992.720921616	85032629.9395342
RBCK1	13909175.2968135	43249726.2776722
PSMD9	0	170115579.232643
EXOSC6	126301500.462106	1674789788.07297
APOBEC3C	208475107.469221	44614727.5733985
RPS7	2961326.33611658	13015163.9623816
ANTXR2	1474454.74789242	7441505.61891985
SNAPIN	33787466.0324954	87128495.5267593
TMEM259	95260205.3911713	94710532.7325584
DUS2	71581614.0063231	132844416.03177
EMC9	141744727.242278	4262391.56752258
HNRNPAB	22309293.1781454	31010629.7661425
PRELID1	68428660.2245643	87781136.1135979
ANXA7	684423035.499839	22294301.2904088
MANF	0	0
TAF5L	1768560.63542986	40286787.4130758
PGS1	38752262.437158	5328211.94175775
SUGP2	0	49892496.0800378
S100PBP	0	206677644.608804
AP3S2	18660599.320334	5796170.11231739
DCAF7	25064313.9668633	386691516.08435
CSNK1G3	10716787.5891296	1728071.00084412
UNG	118756411.845054	12993648.7292241
UBE2Q1	48823478.6434522	30928943.883233
TENT2	321280210.785168	40601592.4679911
NOTUM	4169081.51855139	9822521.92980563
GABRB3	42365796.3009894	76632420.6781388
GRIK4	665796.852642459	6621470.80805882
RPS8	0	25416150.5843601
TVP23C	13691669.8812111	0
LMF2	428551832.827749	0
SIMC1	863306191.70927	0
WDR70	6972462.2396073	64592015.149257
UBE2H	12865936.416638	13712962.3377089
CYP20A1	15587504.7203026	86056638.8905471
BCKDHA	57906366.5399195	29524918.3182077
IRS1	136359628.129111	7668199.10496055
SH3GLB2	0	128018333.184636
MIER1	3018227.98019641	61720381.2273061
ZNF384	10357081.3464116	14071646.789557
PNPT1	441260664.703684	21697225.1282179
PHF2	102056923.647382	0
RC3H2	36572919.7682599	4117777.50978754
MAPK9	3209125294.20208	14061033.2226696
MAPK7	233448396.906633	6766620.87015977
PCOLCE	335587248.807601	95249032.0164587
LRPAP1	12725811.0547667	499690638.155614
AP1G2	34508192.5985923	61377077.529797
BTG1	355989592.210832	1696877004.95175
NFU1	14017608.4540166	2045826.99463144
ATL3	0	72886294.9073766
SAMD4A	0	0
HPS1	36176902.750046	250862963.612782
SF3B6	60445732.0915225	21407437.0054171
ARB2A	0	209905196.278021
MT-CO1	12614130.6810633	166321238.83273
TXNRD3	0	755212.650868779
PTCH1	28138620.8658534	69167861.3131652
ACSS3	4348126.74339493	0
NEDD4	8205291.35309828	17941782.0684783
ALG9	17486169.2698473	51794936.6433511
0	46745425.8719718	46534633.8231622
DDX10	0	21619964.1762598
ASAH1	16793988.0880105	84337657.7756724
ACTR5	6416556.75633506	34151009.4882681
AGO4	24626391.4307211	9901227.74363537
ZNF527	26827409.7309184	2709847.04183845
IP6K1	89227903.2558558	634915910.550276
WASF1	10559650.4513275	16674711.323967
ATRIP	18334755.9838359	418567032.55491
ALKBH5	118133427.48287	14025444.5560678
SLC25A39	9807300.24929217	40849845.7972339
AGGF1	304716132.694207	46614047.9414355
TRAPPC8	27720369.9431377	7798488.17889217
NCBP3	4546455.10336672	61958236.974327
PMM2	651467624.192688	41389708.8098328
LRRC8B	568349.06603661	0
HYCC2	30952424.1854895	0
PSMB3	29400411.9522115	20313042688.5751
AMD1	582808833.802946	18169047.7949798
PPP1R15A	4241750961.62205	16119250.1355774
ARHGAP19	7766043.09611055	92448128.0931747
AKTIP	30387895.5795384	93983139.2700891
LDLRAP1	7975111.10831842	10300664.5840049
TBC1D17	56098709.2802384	43380754.0881288
PIAS1	133801975.725057	3200049.38112873
SVEP1	87424169.6125354	6425527.67368837
CRTC3	17079599.1616253	34566547.0689355
VEZF1	65458906.8098683	25855020.652765
VPS37A	15023946.3671619	18521430.8276116
LARP7	0	220198325.044158
FEM1A	66612127.8524441	44443348.8783237
GAS8	10500787.5499806	43203903.9541144
GDE1	108440543.443841	22974664.8821256
PSPC1	3227097.05867856	18152464.8049201
DGAT2	27866946.5455737	0
TNKS1BP1	244489217.468788	11716129.5917481
ENDOG	0	360662150.016112
RAB21	0	44084013.5312837
RPL24	227317101.163775	50654082.3431719
NEIL3	3104832.48523693	19537990.1716061
TIMP3	10745862.1182601	0
NFATC2IP	39579178.584508	189833385.619752
ELFN1	48655040.6545165	433546143.497967
MRPS18B	4882315.61050312	20173162.3738128
TRIM39	0	53276971.7963266
LGALS1	99002618.8281565	72400869.6966965
MUTYH	18027479.4179922	98708103.934158
ANKMY2	1631083.36953299	39417238.1770876
JKAMP	709473302.569345	0
HIVEP2	27578486.6871839	23406203.152922
TSG101	4844055.28805906	56526541.7192952
PGM2	0	8227705.93950984
DLGAP4	650866597.707134	11546158.7534567
MRPL33	106801495.619751	434931435.641556
AK1	4084338.82133259	33771272.2921578
FOXK2	13193469.0930289	0
POGLUT2	1345986.95088638	169716337.513578
TMPO	19295447.8823525	3561989.96403459
SAMTOR	2215578.50029854	12733038.2126012
RIMBP3C	41027319.9304077	42263117.1244319
MRPL51	951427.749134883	20482306.369221
XPC	36410706.320498	50228363.5276369
QTRT2	36822565.7760506	0
ABCA7	56572487.8690569	19871265.7321821
PHLPP1	85283014.0688411	83516933.7511414
EMC4	22068919.7865091	12256899.6169368
AP1M1	0	333582904.000774
RIPK4	31471736.3472028	0
ZNF335	23673724.5506273	99397540.736758
RMDN1	61593608.815968	92515444.8731532
CNP	2319150054.41148	416399913.183505
PROSER1	196901940.464896	42094289.5821621
0	0	85128209.7335399
PHLPP2	68508508.056599	53669199.4055945
FAM50A	60694101.5962142	14417632.6122351
CHMP1B	5369283.71086877	32461769.8010797
0	43476528.3441004	0
FOXL1	17330198.6242328	47638540.4670971
MOAP1	3776404.30842663	5212804.78555699
CENPA	0	207263974.022445
CLSTN3	205553069.187709	0
ADGRL1	0	26724812.4139506
CEP135	5626627.23053736	27457066.3599196
PRKCE	0	128219345.800152
CLPB	15210292.4077732	24031485.2008702
TTF2	319150055.158526	4254898.91750013
PMPCB	49236979.502732	8201907.67149751
ZNF772	9077381.54469792	32225692.7746289
SH3GL1	5114177.85037618	7152226.21047861
NENF	519906023.023326	1374070743.45367
FGD1	41020311.7788971	897121.082172748
CREBRF	26348094.2138743	29730456.6543381
POC1A	0	234738214.180426
UBE2L3	39480168.0493005	17974744.6640245
DDTL	76391851.4778683	1532635.98189294
ANGPTL4	4892369.07985579	13824769.6180197
MAGEA2; MAGEA2B	649608.542900014	8224667.51859439
LOXL1	5367742.17056789	12722300.6193716
TMEM164	131831941.303902	176593600.284096
JRK	0	68120041.2722249
SLC39A12	0	0
CDH2	546338.874698881	89882388.5789036
ZNF143	61517972.3029989	92450791.7977525
RMND5A	0	28269730.4888842
KHNYN	68572153.4696565	4584192.30984981
TBCB	2221675.09829918	4165773.27223735
GPX8	199890758.380091	580578245.840812
PICK1	0	11181268.3197138
MOXD1	2274149.98091176	8894412.36759974
MDM2	344673703.858904	0
MAST1	298593120.066352	22066084.4166316
NAA50	0	17796979.3531284
NOSIP	161918932.222386	92241860.4971289
FTSJ3	14940010.7410955	41337826.0433315
ARHGEF11	11113520.7710179	116111604.415364
PAIP1	289632187.140876	0
ITGB7	0	73969677.248754
CPTP	24188019.2480638	48939740.0910257
OSBPL3	813602520.242921	5357874.34164736
TTC33	546119.991101352	92181.6430082594
TAF11	69173743.6851728	46039426.6770649
MSX2	1791969987.49633	0
OCIAD1	26511311.058631	51795250.3100258
TMEM67	226585242.112288	226366414.299111
TRIM14	23338810.7432743	73140619.4578397
MNS1	0	583920545.903538
ZNF280C	13488674.069011	18356671.169937
BAIAP2L1	4429759.01723442	2080041.16959988
FHIP2B	311461259.562661	0
AUP1	128006783.613427	384512922.65517
HACD2	0	1386628.80317754
MAP7D3	25194447.6781402	86037281.9401351
FARS2	0	58597242.3422078
BCR	0	71139845.0196475
EXO1	73685637.9055151	294928714.338217
STARD8	30913018.2833632	13055228.5513562
E2F6	65498399.8154157	1252650.71074064
TSFM	15694527.2561923	0
YIPF3	0	15062596.22911
SUV39H1	1641164.42245844	921955.092613623
CKMT1A; CKMT1B	228045316.065823	2588384.75270171
TMEM35B	1687169.28740473	179029631.901861
VASP	64174234.2792485	6356425.71544455
PPL	7492023.37778323	59715245.6838983
SUCLG1	53311285.2525888	16612694.2289057
SGK3	5919717.10175703	12609645.9340169
NUDT12	10241819.4222652	59061846.2961837
TTC39C	11958699.8414615	25800428.451268
ZNF598	870419071.807892	4911341.31042945
DTWD1	16289269631.4469	0
NDUFAF4	205389201.718886	17668940.9634261
SLC41A3	3071234.8224248	46198582.3722399
C2	1318352.9603752	866546722.745642
OSBP	53205068.5448146	98481956.4623852
TROAP	97805399.8199059	37396125.5762812
TAF15	606663903.329827	8768414.9250956
NEK1	39961905.0433833	7157703.77235727
0	265079851.097041	2346691.06238418
SLC7A2	312799172.917521	4062624.64071678
DTL	1335457574.03642	215902871.98887
LGALS8	5723470356.83834	20920323.7951561
GLTP	106287590.673323	0
USP1	0	23437886.5546026
METTL25B	229063177.987615	76785231.2818364
SLC12A5	6296335.80608539	4086181.04879586
TTC19	1730699.62976478	10091291.8126976
AKR1A1	947042662.394289	5351116.3814674
WDTC1	2482470.94454424	268609542.425829
DGKD	70013165.1476237	19041460.5025037
ITGB3	67118142.0880742	6474700.28503471
CCDC112	416201.410252751	51570416.5279779
CDH23	195789521.263548	7172694.95213087
ATP9B	1472451.19287923	16932737.4841502
MCRS1	57322963.9842961	4579116.78697335
NUDT22	165006387.532288	102423776.603255
FAT2	0	19677993.1800783
CCNK	26565797.366603	0
FOXP4	7242345.06139034	5932812.70505362
KRBOX4	174408017.82058	5284393.00901946
ORMDL1	939905.789997329	264139675.143652
PTX3	342696670.867963	35111106.8270783
ZNF829	0	0
LRIG1	26799076.9178156	0
GTF2H5	1482744.26885787	85474933.3230776
FAM98A	5539490.50929297	84016048.4690686
BBS5	255884606.014762	6757349.89144059
PNMA2	20671758.9036716	62865626.6508062
ATP5PO	503571215.464212	4628201.71135648
DLG1	0	407648839.40053
IGSF1	26605133.9359295	1687226.04260574
ZFP36L2	3059317987.09932	5359636.21405938
GGA2	37193349.1714147	18652542.789319
WFS1	80918023.9327234	6223904.55785474
CARD8	59356457.1540108	16478808.5423516
KIF1C	0	20890180.6520893
CYB5R1	4796047.71741118	104855581.472057
TBC1D8	687542329.112542	64293940.4024828
CNNM4	89518306.3815966	42214185.1007742
PDZD8	10901848.8977902	81270827.3441899
EEF1D	85990290.9694016	5201300.41447259
NSA2	23668171.9760463	726343.139691122
CYP2S1	1177239836.62496	0
ZGPAT	45812057.6969516	6542063.61718931
SMARCD1	0	0
WASL	2343310018.02109	17618876.216118
BRK1	4117008.69252095	71308039.615937
PASK	24751051.6539886	33563667.4526838
TMED5	1788610.53466019	34459777.167673
TGM2	127536205.692886	0
SRPRB	525509147.466093	4898536.12540574
DDX52	63222811.379517	23275351.6572232
FAM193A	66364500.360367	51326519.4380145
RPL22	3147415.11362679	2424876020.29859
GMNN	11804479.5641662	243208769.933168
LAMA1	914461405.921026	27943155.2386399
CNBP	2873287.91139539	4928843.00799275
ZNF383	80848323.3973546	0
ABCG1	900099373.016065	3135349.93720908
ARMC10	7650337.87539546	17238759.2581099
AHDC1	5830740.5657545	1479286.98495397
BLOC1S4	17833570.8195364	243009533.217411
KPNA3	35218846.6157277	292588288.278239
CD70	171343628.210832	0
RDH14	308902.612280815	78149147.5397469
GFUS	69717533.3327364	37187319.2385759
AAK1	44844307.8476556	84051824.7131255
PRMT9	4453517.73015922	7408985.87884422
TOP3A	5632740.52711069	24961673.2098232
MIDEAS	97152351.5942087	19700254.0266744
MRPL52	4027301068.22937	9165273.20402982
MINDY4	39066536.6401931	416673492.360606
NMI	14450323.7182032	0
FOXRED1	14782086.4449516	64414854.4412808
PFN2	0	68572924.0593639
MPC1	0	0
CRYL1	14253187.9123913	5577856.22885028
ABTB3	48092337.0124394	3385346.6746423
SRPK2	22453543.6705043	1230394.65425852
SLC2A8	0	42447561.7724871
TRIML2	0	13878333.6390201
ANO5	0	0
NSF	8211489.32157397	21853592.3415238
INPP4B	38068228.6360299	35068888.8764546
TRMT2A	1277323.36625935	150369182.229485
APBB2	70294976.5121454	106335504.438801
FTH1	0	98663010.4585924
POT1	2221060.8326673	2745635.33524979
AFG2A	148605704.028007	138861913.283928
IFI44L	0	0
GRB10	13396065.9687639	0
FAM168A	293979574.206603	150199773.253389
ASS1	114194753.658889	34792818.2767862
MIF	21139133.8671845	1481917635.6577
HTATSF1	0	107857575.69401
ANAPC16	304224918.509777	0
DHX58	2334967.06293665	77547187.4698865
PLPP1	4088131.06345653	0
VDAC1	48369150.2041494	25434160.9737264
EFNA2	195777164.564595	5799754.73689787
DRG2	400072740.319112	32632994.1064477
TMEM19	0	163455612.950914
HPS6	128859630.005949	16065455.8805383
DNAJC9	1748725.03801506	7321631.26139353
POSTN	0	4855159.3067382
SLC23A2	104264142.250403	6766895.99460041
SENP7	5803887.29359109	191718828.882569
CREB1	36468098.8798839	3299060.57991422
FSTL1	4797818.33658144	238129891.925244
RPP21	249587626.880589	24260818.9748769
DCAF6	155483742.922817	67590233.0287806
DCAF8	0	469538523.526058
USP12	8836611.40586369	2999201.32356396
MAPK8IP3	400567.108720282	0
ABI2	3915250.39407482	748256099.154274
NKRF	961442997.752448	4910906.93955671
C1orf43	28758387.6360997	127821993.978038
KRI1	5254264.11346955	33227894.182362
POLR2J	5064150.95916906	105450048.56548
PEX12	62340701.575395	233883484.222796
APOL6	542400564.810066	295298.708928552
DCTN5	221647406.244271	5853148.49726643
YBX1	13364189.7524072	10661871.9240417
DTNA	18445645.9548577	0
OCLN	147794322.003315	20694849.2782993
TMEM248	19446063.5693403	19775580.1604238
SCFD2	68446565.9793079	0
ECH1	12327886.0838793	18417046.8675729
RAD51AP1	171530160.615588	13964184.0189218
ZNF579	107589385.936682	0
FOXJ2	196119827.20786	5710690.94670087
ASCC1	0	30573808.1884258
0	168405115.774425	0
ARMCX1	8230832.20358262	165024113.181531
CYC1	1878571.87457754	10579440.3298682
MRPS21	0	340218090.27331
DHRS4L1	52212162.853532	1854533.66757671
ODAD2	1103360.46549084	32914823.0635703
C1GALT1	8749874.51076865	0
ARF6	63580202.9024491	0
NDUFS8	18486534.7923923	140212476.125636
MBTPS2	0	232416621.357202
ANGPTL2	1388478.88789452	6373254.60538413
ING3	4272310.98567816	15406124.173752
FAM118A	6672109.50107933	50998658.8475243
CYP4V2	3464253.56274553	94903743.6759838
SLC52A2	701219028.11201	33571994.6223259
PYROXD1	103802228.074814	242626964.697055
CGAS	2769591.69971561	5946684.37174903
MTUS1	5580359.49558301	38211252.3879842
RPL27A	11165641.2559659	1962387.8408727
CSRNP2	119731033.76949	4674164.00915061
TSC22D1	9751978.68121642	947831.402687331
FAM200A	7474001.93639976	9053864.8211552
ACAA2	82527793.2589898	13705543.154062
ENTPD6	142341682.184716	3677323.22071575
LMO4	16253574.4989042	0
SUDS3	4382153.23870301	44165410.051767
CDC42EP3	8272700.190117	310565.644972068
DAB2IP	72689479.4722288	0
LARP4B	54903979.2388292	56914033.6615075
DIABLO	15088374.5138071	42465327.7380904
CBX4	6181287.41794446	1316058.26061689
ITSN2	16604196.5316188	56026229.4715484
IDH1	632056530.447008	13721346.8304389
FOXO3	120721414.064594	420931820.191392
PLEKHB2	758292638.658827	12051109.3765664
STK11	917611.35884614	27316940.1364279
MEF2B	8472458.58303921	0
MINDY1	731377.011816154	5372289.49497944
PHF21A	102177881.20179	34848468.5566533
DUSP5	48850117.1157852	75343898.0600337
CAPNS1	2193826.52660718	498598017.283522
APOL3	50606105.678117	1289729.0910044
ARAF	66026828.4004102	24358382.0160616
OSGEP	549502910.566951	743566662.233688
GSK3A	0	5356610.65222778
CSNK2B	61654488.1269274	7132612.31923667
THOC1	337016.629255692	163945404.45465
YAP1	65684923.976573	20575963.4171826
SLC10A3	0	36274086.3179435
SLX1A; SLX1B	745034223.534673	48379446.8815194
VKORC1	242029318.447889	3650844.96669189
SLC38A7	18634212.3284903	88927198.3025114
LRCH4	25845430.8087365	15980158.7913834
LEMD2	6673398.09692119	25304984.9789168
POC5	0	976321662.386896
DNAJB1	134033552.062693	30099307.7574063
GOLGA3	409316.233039254	0
HSDL2	0	19071758.1373769
NLRP2	1431134.55800377	230676082.72701
SH3D19	196228235.650879	6099134.22164528
PTGES2	12152176.7160371	22033952.4970281
TWF2	28159601.4718065	0
PPP1R35	850829408.040786	7405430.01900223
GPC6	806062.899665611	84777851.7340988
TACC1	12297947.7676001	27392359.5699033
SPG7	0	19236190.2524518
IPO13	39896703.0077143	11562490.037852
SENP3	1413577203.47227	0
CDC25C	0	47169368.7937255
PRDM4	6652226.85753735	674415192.038061
WDR17	14077560.6912655	2965858.60528155
SMARCB1	488945.152380412	35170630.494138
CDCA8	618643056.489627	79867355.8618405
AKAP12	7552816.8532235	9484829.26369491
FARP2	1353772.65176452	66214114.9434398
MITF	6219322.53648795	31276311.4651532
SSH2	13140640.9425171	13086340.9936117
TXNL4A	0	540375741.660115
ADSL	27256105.3413565	20062245.3787455
0	12972976.4839109	4441428.44253888
NDUFA4	8419112.47391225	18437802.1356884
CTH	82240023.1434816	19861687.3865407
TMBIM4	11862659.7652237	9529607.29042114
TCP11L1	0	37019701.352709
VPS4A	51094860.701007	5629035.5673677
LIMK1	13515782.9231763	25609250.6783455
RPF1	59187469.3242005	481085574.375027
MYO7B	0	186501755.254609
SFXN2	148021433.529846	3280753.89878397
TMLHE	0	1688105.4606467
DENND3	5975916.04249566	10943177.2651881
CTDSP2	16058612.7891793	84146168.5093503
BTBD10	0	23835154.7161754
COLGALT1	79114375.4063402	0
CPAP	42489772.1204277	14868593.5123288
SLC39A1	24438856.7250115	34405400.4999761
MAN1B1	32568756.2807925	67921168.6185078
HUS1	152505193.340869	17316535.6982328
CRLS1	627812633.868346	79264324.194023
MRPS33	0	29458820.0882887
PPAN	1359722659.0965	0
NDST1	73904250.7171798	30517368.0318825
ZNF41	20733946.8683585	0
BTG3	101566758.105409	85849214.9950327
MAPK8IP2	100025221.322432	0
CDK18	0	37607379.6556444
SELENOO	46308198.380247	0
NFATC3	293265896.011689	59311215.217469
DAZAP2	304339177.122283	7409843.35998
KDM6B	280044457.78658	3855278.2355284
NF2	9112554.59853994	11861416.6056838
PRSS23	1657908868.42657	163761189.439515
NUDT19	26460413.7036701	113748692.752829
ARID5B	280557164.028099	353246.346888976
TAC1	410921318.346399	2823504.35421298
NUDT16L1	5977796.36704291	37371717.4217035
PLD2	61898849.8904706	0
RUFY2	0	80667788.9361242
ORC5	14509929.5974406	72783041.0284049
PRICKLE1	0	3517202.47672884
ZUP1	0	61149733.8711215
ZNF468	0	4911871.96177307
ZNF724	34152579.851988	7324611.86089354
MKNK2	6835046.33283683	37028014.532549
ASB6	7593679.33072969	20047505.8790946
NAT9	0	9463012.67970772
SLFN12	0	508608.430769738
ARHGEF26	34133337.5721535	27391866.7825529
MLH3	3587615.68425454	48640845.1329879
POFUT2	17434079.4325884	0
BCAP29	97054824.1409537	43436459.9469808
FAM220A	36622941.6177277	40098701.0036348
CEP95	0	935057.150385538
CRY2	105694366.19999	4248482.21223363
ZNF43	0	16978631.8257934
RAB28	2446261.65792943	134521492.150876
IQCG	835032.393793777	5009662.42096848
AURKA	0	426610876.890561
CPEB3	5951015.8678124	0
EYA4	4303008.30490559	16554226.1149705
TIAL1	26947661.9044183	10239220.0515009
RAVER2	54488340.2196992	14436124.1795334
ADCK1	17448516.2306109	114122107.375119
PDE8A	42813272.0564326	46889617.6266355
GRK6	16440846.7979312	18656348.7994698
PCNX4	858202.198332324	61250380.5024128
PIK3CB	0	56945263.7105779
NAA40	0	82392503.5744906
ZBTB1	30492717.3043857	9418670.68178913
EIF2B5	6933539.33468628	89927070.265744
LDLR	1294349.66892044	149831055.526844
PDCD10	0	17712239.4065131
SH3BP5	0	25195744.218353
ARF5	0	11601031.03232
PSMF1	3507685.64979607	68321147.3857046
MAP4K2	12971785.3625284	2051630.25825998
KDM2B	155895744.248895	26271417.0574401
CCDC71L	735717130.391878	5374411.40561552
NCOA4	0	68840192.4285631
STRN3	29898419.2139412	73571455.4524055
MTSS1	308155.966403221	648658.901730935
ZNF226	18841802.864694	10340746.8188039
FARP1	67821592.6403775	882573.149147143
HIF1AN	4416201.88582201	0
ARMC1	3941693.152588	0
SLIT3	112893503.740301	7913109.27590236
MPC2	1459636297.11332	19923812.5559468
SCARA3	7028990.00918394	304127053.151415
NAA38	611439389.70944	8126535.6105158
SERPINB5	231222.610317887	1961517.98830083
POLDIP3	681083665.919428	0
DBN1	144752868.087163	53751367.3477292
PPP1R13B	8414121.66823696	71278761.494708
THOC7	0	15385631.5707771
IDS	48745453.0571542	11067136.4442893
SUCLA2	8714405.32641813	19130820.848823
FAM200C	46024250.3417094	17590440.0919958
ZWINT	18114199.1560746	29888049.0890339
GAB2	0	3144841.87531677
SPC25	931435.07362761	373765936.531845
THOC3	196611967.029905	58745901.0095432
SH3PXD2A	20006169.1126556	0
DCBLD1	89349787.4583708	1938163.6595892
SEZ6L2	94008607.5394728	117157862.089808
TMED2	0	123685676.040846
PUS7	28352181.3391955	10803304.5649842
TULP4	25890020.0004756	0
NCAPH	21308506.7446774	119425561.618401
MRPS27	50390672.4924483	46155800.0987765
CYRIA	0	13421423.8379707
HTRA1	6746345372.85361	5830625.01767758
STON2	0	14642753.1582321
TWSG1	0	156441541.639883
WDR24	0	26093351.0147584
GET1	969285.117418021	15916028.0928446
KIAA1586	3908653.22563223	6031281.97634219
KCTD13	26022276.8064936	21540641.5317316
TMCO1	842624.345979829	6074231.09340006
DDR1	17554905.0474679	264167457.132832
PDGFRA	510153655.584212	7004671.93489383
CCNJL	71621262.0442184	0
ZNF460	869043.532171337	3632000.83325131
NAV3	15601705.1486141	11416264.2125109
VPS25	3475340.29031189	26594279.2099411
ARHGAP32	121669368.238101	9268111.19687617
WDR41	0	138030691.558922
ZNF225	15477689.9687035	5332529.95430108
ZC3H3	530221524.994817	0
ZNF587	105430162.703567	9426492.94482504
CASP1	83512277.1901687	5080798.2204323
